"","TID"
"19955","2030101927-7"
"19956","2030101928-5"
"19957","2030101929-3"
"19958","2030101930-1"
"19959","2030101931-9"
"19960","2030101932-7"
"19961","2030101933-5"
"19962","2030101934-3"
"19963","2030101935-0"
"19964","2030101936-8"
"19965","2030101938-4"
"19966","2030101939-2"
"19967","2030101940-0"
"19968","2030101941-8"
"19969","2030101942-6"
"19970","2030101943-4"
"19971","2030101944-2"
"19972","2030101945-9"
"19973","2030101946-7"
"19974","2030101947-5"
"19975","2030101948-3"
"19976","2030101949-1"
"19977","2030101950-9"
"19978","2030101951-7"
"19979","2030101952-5"
"19980","2030101953-3"
"19981","2030101954-1"
"19982","2030101955-8"
"19983","2030101956-6"
"19984","2030101957-4"
"19985","2030101958-2"
"19986","2030101959-0"
"19987","2030101960-8"
"19988","2030101961-6"
"19989","2030101962-4"
"19990","2030101963-2"
"19991","2030101964-0"
"19992","2030101965-7"
"19993","2030101966-5"
"19994","2030101967-3"
"19995","2030101968-1"
"19996","2030101969-9"
"19997","2030101970-7"
"19998","2030101971-5"
"19999","2030101973-1"
"20000","2030101974-9"
"20001","2030101975-6"
"20002","2030101976-4"
"20003","2030101977-2"
"20004","2030101978-0"
"20005","2030101979-8"
"20006","2030101980-6"
"20007","2030101981-4"
"20008","2030101982-2"
"20009","2030101983-0"
"20010","2030101985-5"
"20011","2030101986-3"
"20012","2030101987-1"
"20013","2030101988-9"
"20014","2030101989-7"
"20015","2030101990-5"
"20016","2030101991-3"
"20017","2030101992-1"
"20018","2030101993-9"
"20019","2030101994-7"
"20020","2030101995-4"
"20021","2030101996-2"
"20022","2030101997-0"
"20023","2030101998-8"
"20024","2030101999-6"
"20025","2030102000-2"
"20026","2030102001-0"
"20027","2030102002-8"
"20028","2030102003-6"
"20029","2030102004-4"
"20030","2030102007-7"
"20031","2030102009-3"
"20032","2030102010-1"
"20033","2030102011-9"
"20034","2030102012-7"
"20035","2030102013-5"
"20036","2030102014-3"
"20037","2030102015-0"
"20038","2030102018-4"
"20039","2030102019-2"
"20040","2030102021-8"
"20041","2030102022-6"
"20042","2030102023-4"
"20043","2030102024-2"
"20044","2030102025-9"
"20045","2030102026-7"
"20046","2030102027-5"
"20047","2030102028-3"
"20048","2030102029-1"
"20049","2030102030-9"
"20050","2030102032-5"
"20051","2030102034-1"
"20052","2030102035-8"
"20053","2030102036-6"
"20054","2030102037-4"
"20055","2030102038-2"
"20056","2030102039-0"
"20057","2030102040-8"
"20058","2030102042-4"
"20059","2030102043-2"
"20060","2030102044-0"
"20061","2030102045-7"
"20062","2030102046-5"
"20063","2030102047-3"
"20064","2030102048-1"
"20065","2030102049-9"
"20066","2030102050-7"
"20067","2030102051-5"
"20068","2030102052-3"
"20069","2030102053-1"
"20070","2030102054-9"
"20071","2030102055-6"
"20072","2030102056-4"
"20073","2030102057-2"
"20074","2030102058-0"
"20075","2030102059-8"
"20076","2030102060-6"
"20077","2030102061-4"
"20078","2030102062-2"
"20079","2030102063-0"
"20080","2030102064-8"
"20081","2030102065-5"
"20082","2030102066-3"
"20083","2030102067-1"
"20084","2030102068-9"
"20085","2030102069-7"
"20086","2030102070-5"
"20087","2030102071-3"
"20088","2030102072-1"
"20089","2030102073-9"
"20090","2030102074-7"
"20091","2030102075-4"
"20092","2030102078-8"
"20093","2030102079-6"
"20094","2030102080-4"
"20095","2030102081-2"
"20096","2030102082-0"
"20097","2030102083-8"
"20098","2030102084-6"
"20099","2030102085-3"
"20100","2030102086-1"
"20101","2030102088-7"
"20102","2030102089-5"
"20103","2030102090-3"
"20104","2030102091-1"
"20105","2030102092-9"
"20106","2030102093-7"
"20107","2030102094-5"
"20108","2030102095-2"
"20109","2030102096-0"
"20110","2030102097-8"
"20111","2030102098-6"
"20112","2030102099-4"
"20113","2030102100-0"
"20114","2030102101-8"
"20115","2030102102-6"
"20116","2030102104-2"
"20117","2030102105-9"
"20118","2030102106-7"
"20119","2030102107-5"
"20120","2030102108-3"
"20121","2030102109-1"
"20122","2030102110-9"
"20123","2030102111-7"
"20124","2030102112-5"
"20125","2030102113-3"
"20126","2030102114-1"
"20127","2030102115-8"
"20128","2030102116-6"
"20129","2030102118-2"
"20130","2030102119-0"
"20131","2030102120-8"
"20132","2030102121-6"
"20133","2030102122-4"
"20134","2030102123-2"
"20135","2030102124-0"
"20136","2030102125-7"
"20137","2030102126-5"
"20138","2030102127-3"
"20139","2030102128-1"
"20140","2030102129-9"
"20141","2030102130-7"
"20142","2030102131-5"
"20143","2030102132-3"
"20144","2030102133-1"
"20145","2030102134-9"
"20146","2030102135-6"
"20147","2030102136-4"
"20148","2030102137-2"
"20149","2030102138-0"
"20150","2030102139-8"
"20151","2030102140-6"
"20152","2030102141-4"
"20153","2030102142-2"
"20154","2030102143-0"
"20155","2030102144-8"
"20156","2030102145-5"
"20157","2030102146-3"
"20158","2030102147-1"
"20159","2030102148-9"
"20160","2030102149-7"
"20161","2030102150-5"
"20162","2030102151-3"
"20163","2030102153-9"
"20164","2030102155-4"
"20165","2030102156-2"
"20166","2030102157-0"
"20167","2030102159-6"
"20168","2030102160-4"
"20169","2030102162-0"
"20170","2030102163-8"
"20171","2030102164-6"
"20172","2030102165-3"
"20173","2030102166-1"
"20174","2030102167-9"
"20175","2030102168-7"
"20176","2030102169-5"
"20177","2030102170-3"
"20178","2030102171-1"
"20179","2030102172-9"
"20180","2030102173-7"
"20181","2030102174-5"
"20182","2030102175-2"
"20183","2030102177-8"
"20184","2030102178-6"
"20185","2030102179-4"
"20186","2030102180-2"
"20187","2030102181-0"
"20188","2030102182-8"
"20189","2030102183-6"
"20190","2030102184-4"
"20191","2030102185-1"
"20192","2030102186-9"
"20193","2030102187-7"
"20194","2030102188-5"
"20195","2030102189-3"
"20196","2030102190-1"
"20197","2030102191-9"
"20198","2030102193-5"
"20199","2030102194-3"
"20200","2030102195-0"
"20201","2030102196-8"
"20202","2030102197-6"
"20203","2030102198-4"
"20204","2030102200-8"
"20205","2030102201-6"
"20206","2030102202-4"
"20207","2030102204-0"
"20208","2030102205-7"
"20209","2030102206-5"
"20210","2030102207-3"
"20211","2030102208-1"
"20212","2030102209-9"
"20213","2030102210-7"
"20214","2030102211-5"
"20215","2030102212-3"
"20216","2030102213-1"
"20217","2030102214-9"
"20218","2030102217-2"
"20219","2030102218-0"
"20220","2030102219-8"
"20221","2030102220-6"
"20222","2030102221-4"
"20223","2030102222-2"
"20224","2030102223-0"
"20225","2030102224-8"
"20226","2030102226-3"
"20227","2030102227-1"
"20228","2030102228-9"
"20229","2030102229-7"
"20230","2030102230-5"
"20231","2030102231-3"
"20232","2030102232-1"
"20233","2030102233-9"
"20234","2030102234-7"
"20235","2030102235-4"
"20236","2030102236-2"
"20237","2030102237-0"
"20238","2030102238-8"
"20239","2030102239-6"
"20240","2030102240-4"
"20241","2030102241-2"
"20242","2030102242-0"
"20243","2030102243-8"
"20244","2030102244-6"
"20245","2030102245-3"
"20246","2030102246-1"
"20247","2030102247-9"
"20248","2030102248-7"
"20249","2030102249-5"
"20250","2030102250-3"
"20251","2030102251-1"
"20252","2030102252-9"
"20253","2030102255-2"
"20254","2030102256-0"
"20255","2030102257-8"
"20256","2030102258-6"
"20257","2030102259-4"
"20258","2030102260-2"
"20259","2030102261-0"
"20260","2030102262-8"
"20261","2030102263-6"
"20262","2030102264-4"
"20263","2030102265-1"
"20264","2030102266-9"
"20265","2030102267-7"
"20266","2030102268-5"
"20267","2030102269-3"
"20268","2030102270-1"
"20269","2030102271-9"
"20270","2030102272-7"
"20271","2030102273-5"
"20272","2030102274-3"
"20273","2030102275-0"
"20274","2030102276-8"
"20275","2030102277-6"
"20276","2030102278-4"
"20277","2030102279-2"
"20278","2030102280-0"
"20279","2030102281-8"
"20280","2030102282-6"
"20281","2030102283-4"
"20282","2030102285-9"
"20283","2030102286-7"
"20284","2030102287-5"
"20285","2030102288-3"
"20286","2030102289-1"
"20287","2030102290-9"
"20288","2030102291-7"
"20289","2030102292-5"
"20290","2030102293-3"
"20291","2030102294-1"
"20292","2030102295-8"
"20293","2030102296-6"
"20294","2030102297-4"
"20295","2030102298-2"
"20296","2030102299-0"
"20297","2030102300-6"
"20298","2030102301-4"
"20299","2030102302-2"
"20300","2030102303-0"
"20301","2030102304-8"
"20302","2030102305-5"
"20303","2030102306-3"
"20304","2030102307-1"
"20305","2030102308-9"
"20306","2030102309-7"
"20307","2030102310-5"
"20308","2030102311-3"
"20309","2030102312-1"
"20310","2030102313-9"
"20311","2030102314-7"
"20312","2030102315-4"
"20313","2030102316-2"
"20314","2030102317-0"
"20315","2030102318-8"
"20316","2030102319-6"
"20317","2030102320-4"
"20318","2030102322-0"
"20319","2030102323-8"
"20320","2030102324-6"
"20321","2030102325-3"
"20322","2030102326-1"
"20323","2030102327-9"
"20324","2030102328-7"
"20325","2030102334-5"
"20326","2030102335-2"
"20327","2030102337-8"
"20328","2030102338-6"
"20329","2030102339-4"
"20330","2030102340-2"
"20331","2030102341-0"
"20332","2030102342-8"
"20333","2030102343-6"
"20334","2030102344-4"
"20335","2030102345-1"
"20336","2030102346-9"
"20337","2030102347-7"
"20338","2030102348-5"
"20339","2030102349-3"
"20340","2030102350-1"
"20341","2030102351-9"
"20342","2030102352-7"
"20343","2030102354-3"
"20344","2030102355-0"
"20345","2030102356-8"
"20346","2030102357-6"
"20347","2030102358-4"
"20348","2030102360-0"
"20349","2030102361-8"
"20350","2030102362-6"
"20351","2030102363-4"
"20352","2030102364-2"
"20353","2030102365-9"
"20354","2030102366-7"
"20355","2030102367-5"
"20356","2030102369-1"
"20357","2030102370-9"
"20358","2030102371-7"
"20359","2030102373-3"
"20360","2030102374-1"
"20361","2030102375-8"
"20362","2030102376-6"
"20363","2030102377-4"
"20364","2030102378-2"
"20365","2030102379-0"
"20366","2030102380-8"
"20367","2030102381-6"
"20368","2030102382-4"
"20369","2030102384-0"
"20370","2030102385-7"
"20371","2030102386-5"
"20372","2030102387-3"
"20373","2030102388-1"
"20374","2030102389-9"
"20375","2030102390-7"
"20376","2030102392-3"
"20377","2030102393-1"
"20378","2030102394-9"
"20379","2030102395-6"
"20380","2030102396-4"
"20381","2030102397-2"
"20382","2030102400-4"
"20383","2030102401-2"
"20384","2030102402-0"
"20385","2030102403-8"
"20386","2030102404-6"
"20387","2030102405-3"
"20388","2030102406-1"
"20389","2030102408-7"
"20390","2030102409-5"
"20391","2030102410-3"
"20392","2030102411-1"
"20393","2030102412-9"
"20394","2030102413-7"
"20395","2030102414-5"
"20396","2030102415-2"
"20397","2030102417-8"
"20398","2030102418-6"
"20399","2030102419-4"
"20400","2030102420-2"
"20401","2030102421-0"
"20402","2030102422-8"
"20403","2030102423-6"
"20404","2030102424-4"
"20405","2030102425-1"
"20406","2030102426-9"
"20407","2030102427-7"
"20408","2030102428-5"
"20409","2030102429-3"
"20410","2030102430-1"
"20411","2030102431-9"
"20412","2030102432-7"
"20413","2030102434-3"
"20414","2030102435-0"
"20415","2030102436-8"
"20416","2030102438-4"
"20417","2030102439-2"
"20418","2030102440-0"
"20419","2030102441-8"
"20420","2030102442-6"
"20421","2030102443-4"
"20422","2030102444-2"
"20423","2030102445-9"
"20424","2030102446-7"
"20425","2030102447-5"
"20426","2030102448-3"
"20427","2030102449-1"
"20428","2030102450-9"
"20429","2030102451-7"
"20430","2030102452-5"
"20431","2030102453-3"
"20432","2030102454-1"
"20433","2030102455-8"
"20434","2030102456-6"
"20435","2030102457-4"
"20436","2030102458-2"
"20437","2030102459-0"
"20438","2030102460-8"
"20439","2030102461-6"
"20440","2030102462-4"
"20441","2030102463-2"
"20442","2030102464-0"
"20443","2030102465-7"
"20444","2030102466-5"
"20445","2030102467-3"
"20446","2030102468-1"
"20447","2030102469-9"
"20448","2030102470-7"
"20449","2030102471-5"
"20450","2030102472-3"
"20451","2030102473-1"
"20452","2030102474-9"
"20453","2030102475-6"
"20454","2030102476-4"
"20455","2030102477-2"
"20456","2030102478-0"
"20457","2030102479-8"
"20458","2030102480-6"
"20459","2030102481-4"
"20460","2030102482-2"
"20461","2030102483-0"
"20462","2030102484-8"
"20463","2030102485-5"
"20464","2030102486-3"
"20465","2030102487-1"
"20466","2030102488-9"
"20467","2030102489-7"
"20468","2030102490-5"
"20469","2030102491-3"
"20470","2030102492-1"
"20471","2030102493-9"
"20472","2030102494-7"
"20473","2030102495-4"
"20474","2030102496-2"
"20475","2030102497-0"
"20476","2030102498-8"
"20477","2030102499-6"
"20478","2030102500-1"
"20479","2030102501-9"
"20480","2030102503-5"
"20481","2030102504-3"
"20482","2030102505-0"
"20483","2030102506-8"
"20484","2030102507-6"
"20485","2030102508-4"
"20486","2030102509-2"
"20487","2030102510-0"
"20488","2030102511-8"
"20489","2030102512-6"
"20490","2030102513-4"
"20491","2030102514-2"
"20492","2030102515-9"
"20493","2030102516-7"
"20494","2030102517-5"
"20495","2030102518-3"
"20496","2030102519-1"
"20497","2030102520-9"
"20498","2030102521-7"
"20499","2030102522-5"
"20500","2030102524-1"
"20501","2030102525-8"
"20502","2030102526-6"
"20503","2030102527-4"
"20504","2030102528-2"
"20505","2030102529-0"
"20506","2030102530-8"
"20507","2030102531-6"
"20508","2030102532-4"
"20509","2030102533-2"
"20510","2030102534-0"
"20511","2030102535-7"
"20512","2030102536-5"
"20513","2030102537-3"
"20514","2030102538-1"
"20515","2030102539-9"
"20516","2030102540-7"
"20517","2030102541-5"
"20518","2030102542-3"
"20519","2030102543-1"
"20520","2030102544-9"
"20521","2030102545-6"
"20522","2030102546-4"
"20523","2030102547-2"
"20524","2030102548-0"
"20525","2030102549-8"
"20526","2030102550-6"
"20527","2030102551-4"
"20528","2030102552-2"
"20529","2030102553-0"
"20530","2030102554-8"
"20531","2030102555-5"
"20532","2030102556-3"
"20533","2030102557-1"
"20534","2030102558-9"
"20535","2030102559-7"
"20536","2030102560-5"
"20537","2030102561-3"
"20538","2030102562-1"
"20539","2030102563-9"
"20540","2030102564-7"
"20541","2030102566-2"
"20542","2030102567-0"
"20543","2030102568-8"
"20544","2030102569-6"
"20545","2030102570-4"
"20546","2030102571-2"
"20547","2030102572-0"
"20548","2030102573-8"
"20549","2030102574-6"
"20550","2030102575-3"
"20551","2030102576-1"
"20552","2030102577-9"
"20553","2030102578-7"
"20554","2030102579-5"
"20555","2030102580-3"
"20556","2030102581-1"
"20557","2030102582-9"
"20558","2030102583-7"
"20559","2030102584-5"
"20560","2030102585-2"
"20561","2030102586-0"
"20562","2030102587-8"
"20563","2030102588-6"
"20564","2030102589-4"
"20565","2030102590-2"
"20566","2030102591-0"
"20567","2030102592-8"
"20568","2030102593-6"
"20569","2030102594-4"
"20570","2030102595-1"
"20571","2030102596-9"
"20572","2030102597-7"
"20573","2030102598-5"
"20574","2030102599-3"
"20575","2030102600-9"
"20576","2030102601-7"
"20577","2030102602-5"
"20578","2030102603-3"
"20579","2030102605-8"
"20580","2030102606-6"
"20581","2030102607-4"
"20582","2030102608-2"
"20583","2030102609-0"
"20584","2030102611-6"
"20585","2030102612-4"
"20586","2030102613-2"
"20587","2030102614-0"
"20588","2030102615-7"
"20589","2030102616-5"
"20590","2030102617-3"
"20591","2030102618-1"
"20592","2030102619-9"
"20593","2030102620-7"
"20594","2030102621-5"
"20595","2030102622-3"
"20596","2030102623-1"
"20597","2030102624-9"
"20598","2030102625-6"
"20599","2030102626-4"
"20600","2030102627-2"
"20601","2030102628-0"
"20602","2030102629-8"
"20603","2030102630-6"
"20604","2030102631-4"
"20605","2030102632-2"
"20606","2030102633-0"
"20607","2030102634-8"
"20608","2030102635-5"
"20609","2030102636-3"
"20610","2030102637-1"
"20611","2030102638-9"
"20612","2030102639-7"
"20613","2030102640-5"
"20614","2030102642-1"
"20615","2030102643-9"
"20616","2030102644-7"
"20617","2030102645-4"
"20618","2030102646-2"
"20619","2030102647-0"
"20620","2030102649-6"
"20621","2030102650-4"
"20622","2030102651-2"
"20623","2030102652-0"
"20624","2030102653-8"
"20625","2030102654-6"
"20626","2030102655-3"
"20627","2030102656-1"
"20628","2030102657-9"
"20629","2030102658-7"
"20630","2030102660-3"
"20631","2030102661-1"
"20632","2030102662-9"
"20633","2030102663-7"
"20634","2030102664-5"
"20635","2030102665-2"
"20636","2030102666-0"
"20637","2030102668-6"
"20638","2030102669-4"
"20639","2030102670-2"
"20640","2030102671-0"
"20641","2030102672-8"
"20642","2030102673-6"
"20643","2030102674-4"
"20644","2030102675-1"
"20645","2030102676-9"
"20646","2030102677-7"
"20647","2030102678-5"
"20648","2030102679-3"
"20649","2030102680-1"
"20650","2030102681-9"
"20651","2030102682-7"
"20652","2030102683-5"
"20653","2030102684-3"
"20654","2030102685-0"
"20655","2030102686-8"
"20656","2030102687-6"
"20657","2030102688-4"
"20658","2030102689-2"
"20659","2030102690-0"
"20660","2030102691-8"
"20661","2030102692-6"
"20662","2030102693-4"
"20663","2030102694-2"
"20664","2030102695-9"
"20665","2030102696-7"
"20666","2030102698-3"
"20667","2030102699-1"
"20668","2030102700-7"
"20669","2030102701-5"
"20670","2030102702-3"
"20671","2030102703-1"
"20672","2030102704-9"
"20673","2030102705-6"
"20674","2030102706-4"
"20675","2030102707-2"
"20676","2030102708-0"
"20677","2030102709-8"
"20678","2030102710-6"
"20679","2030102711-4"
"20680","2030102712-2"
"20681","2030102713-0"
"20682","2030102714-8"
"20683","2030102715-5"
"20684","2030102716-3"
"20685","2030102717-1"
"20686","2030102718-9"
"20687","2030102719-7"
"20688","2030102720-5"
"20689","2030102721-3"
"20690","2030102722-1"
"20691","2030102723-9"
"20692","2030102724-7"
"20693","2030102725-4"
"20694","2030102726-2"
"20695","2030102727-0"
"20696","2030102728-8"
"20697","2030102729-6"
"20698","2030102730-4"
"20699","2030102731-2"
"20700","2030102732-0"
"20701","2030102733-8"
"20702","2030102735-3"
"20703","2030102736-1"
"20704","2030102737-9"
"20705","2030102738-7"
"20706","2030102739-5"
"20707","2030102741-1"
"20708","2030102742-9"
"20709","2030102743-7"
"20710","2030102744-5"
"20711","2030102745-2"
"20712","2030102746-0"
"20713","2030102747-8"
"20714","2030102748-6"
"20715","2030102749-4"
"20716","2030102751-0"
"20717","2030102752-8"
"20718","2030102755-1"
"20719","2030102756-9"
"20720","2030102757-7"
"20721","2030102758-5"
"20722","2030102759-3"
"20723","2030102760-1"
"20724","2030102761-9"
"20725","2030102762-7"
"20726","2030102763-5"
"20727","2030102764-3"
"20728","2030102765-0"
"20729","2030102766-8"
"20730","2030102767-6"
"20731","2030102768-4"
"20732","2030102768-6"
"20733","2030102769-2"
"20734","2030102770-0"
"20735","2030102771-8"
"20736","2030102772-6"
"20737","2030102773-4"
"20738","2030102774-2"
"20739","2030102776-7"
"20740","2030102778-3"
"20741","2030102779-1"
"20742","2030102780-9"
"20743","2030102781-7"
"20744","2030102782-5"
"20745","2030102783-3"
"20746","2030102784-1"
"20747","2030102785-8"
"20748","2030102786-6"
"20749","2030102787-4"
"20750","2030102788-2"
"20751","2030102789-0"
"20752","2030102790-8"
"20753","2030102791-6"
"20754","2030102792-4"
"20755","2030102793-2"
"20756","2030102796-5"
"20757","2030102797-3"
"20758","2030102800-5"
"20759","2030102801-3"
"20760","2030102802-1"
"20761","2030102803-9"
"20762","2030102804-7"
"20763","2030102805-4"
"20764","2030102806-2"
"20765","2030102807-0"
"20766","2030102808-8"
"20767","2030102809-6"
"20768","2030102811-2"
"20769","2030102812-0"
"20770","2030102814-6"
"20771","2030102815-3"
"20772","2030102816-1"
"20773","2030102817-9"
"20774","2030102819-5"
"20775","2030102820-3"
"20776","2030102821-1"
"20777","2030102822-9"
"20778","2030102823-7"
"20779","2030102824-5"
"20780","2030102825-2"
"20781","2030102826-0"
"20782","2030102827-8"
"20783","2030102828-6"
"20784","2030102829-4"
"20785","2030102830-2"
"20786","2030102831-0"
"20787","2030102832-8"
"20788","2030102833-6"
"20789","2030102834-4"
"20790","2030102835-1"
"20791","2030102836-9"
"20792","2030102837-7"
"20793","2030102838-5"
"20794","2030102839-3"
"20795","2030102840-1"
"20796","2030102841-9"
"20797","2030102842-7"
"20798","2030102843-5"
"20799","2030102845-0"
"20800","2030102846-8"
"20801","2030102847-6"
"20802","2030102848-4"
"20803","2030102849-2"
"20804","2030102850-0"
"20805","2030102851-8"
"20806","2030102852-6"
"20807","2030102853-4"
"20808","2030102854-2"
"20809","2030102855-9"
"20810","2030102857-5"
"20811","2030102858-3"
"20812","2030102859-1"
"20813","2030102860-9"
"20814","2030102861-7"
"20815","2030102863-3"
"20816","2030102864-1"
"20817","2030102865-8"
"20818","2030102866-6"
"20819","2030102867-4"
"20820","2030102868-2"
"20821","2030102869-0"
"20822","2030102870-8"
"20823","2030102871-6"
"20824","2030102872-4"
"20825","2030102873-2"
"20826","2030102874-0"
"20827","2030102875-7"
"20828","2030102876-5"
"20829","2030102877-3"
"20830","2030102878-1"
"20831","2030102880-7"
"20832","2030102881-5"
"20833","2030102882-3"
"20834","2030102883-1"
"20835","2030102884-9"
"20836","2030102885-6"
"20837","2030102886-4"
"20838","2030102887-2"
"20839","2030102888-0"
"20840","2030102889-8"
"20841","2030102890-6"
"20842","2030102891-4"
"20843","2030102892-2"
"20844","2030102893-0"
"20845","2030102894-8"
"20846","2030102895-5"
"20847","2030102896-3"
"20848","2030102897-1"
"20849","2030102898-9"
"20850","2030102899-7"
"20851","2030102900-3"
"20852","2030102901-1"
"20853","2030102902-9"
"20854","2030102903-7"
"20855","2030102905-2"
"20856","2030102908-6"
"20857","2030102909-4"
"20858","2030102910-2"
"20859","2030102911-0"
"20860","2030102912-8"
"20861","2030102913-6"
"20862","2030102914-4"
"20863","2030102915-1"
"20864","2030102916-9"
"20865","2030102917-7"
"20866","2030102919-3"
"20867","2030102922-7"
"20868","2030102923-5"
"20869","2030102924-3"
"20870","2030102927-6"
"20871","2030102928-4"
"20872","2030102929-2"
"20873","2030102930-0"
"20874","2030102931-8"
"20875","2030102932-6"
"20876","2030102933-4"
"20877","2030102934-2"
"20878","2030102935-9"
"20879","2030102936-7"
"20880","2030102937-5"
"20881","2030102938-3"
"20882","2030102939-1"
"20883","2030102940-9"
"20884","2030102941-7"
"20885","2030102942-5"
"20886","2030102943-3"
"20887","2030102944-1"
"20888","2030102945-8"
"20889","2030102946-6"
"20890","2030102947-4"
"20891","2030102948-2"
"20892","2030102949-0"
"20893","2030102950-8"
"20894","2030102952-4"
"20895","2030102953-2"
"20896","2030102954-0"
"20897","2030102956-5"
"20898","2030102957-3"
"20899","2030102958-1"
"20900","2030102959-9"
"20901","2030102960-7"
"20902","2030102961-5"
"20903","2030102962-3"
"20904","2030102963-1"
"20905","2030102964-9"
"20906","2030102965-6"
"20907","2030102966-4"
"20908","2030102967-2"
"20909","2030102968-0"
"20910","2030102969-8"
"20911","2030102970-6"
"20912","2030102971-4"
"20913","2030102972-2"
"20914","2030102973-0"
"20915","2030102974-8"
"20916","2030102975-5"
"20917","2030102976-3"
"20918","2030102977-1"
"20919","2030102979-7"
"20920","2030102980-5"
"20921","2030102981-3"
"20922","2030102982-1"
"20923","2030102983-9"
"20924","2030102984-7"
"20925","2030102985-4"
"20926","2030102986-2"
"20927","2030102987-0"
"20928","2030102988-8"
"20929","2030102989-6"
"20930","2030102990-4"
"20931","2030102991-2"
"20932","2030102992-0"
"20933","2030102993-8"
"20934","2030102994-6"
"20935","2030102995-3"
"20936","2030102996-1"
"20937","2030102997-9"
"20938","2030102999-5"
"20939","2030103000-1"
"20940","2030103001-9"
"20941","2030103002-7"
"20942","2030103003-5"
"20943","2030103004-3"
"20944","2030103005-0"
"20945","2030103006-8"
"20946","2030103007-6"
"20947","2030103008-4"
"20948","2030103009-2"
"20949","2030103010-0"
"20950","2030103011-8"
"20951","2030103012-6"
"20952","2030103013-4"
"20953","2030103014-2"
"20954","2030103015-9"
"20955","2030103016-7"
"20956","2030103017-5"
"20957","2030103018-3"
"20958","2030103019-1"
"20959","2030103020-9"
"20960","2030103021-7"
"20961","2030103022-5"
"20962","2030103025-8"
"20963","2030103026-6"
"20964","2030103027-4"
"20965","2030103028-2"
"20966","2030103029-0"
"20967","2030103030-8"
"20968","2030103031-6"
"20969","2030103032-4"
"20970","2030103034-0"
"20971","2030103035-7"
"20972","2030103036-5"
"20973","2030103037-3"
"20974","2030103038-1"
"20975","2030103039-9"
"20976","2030103040-7"
"20977","2030103041-5"
"20978","2030103043-1"
"20979","2030103044-9"
"20980","2030103045-6"
"20981","2030103046-4"
"20982","2030103047-2"
"20983","2030103048-0"
"20984","2030103049-8"
"20985","2030103050-6"
"20986","2030103051-4"
"20987","2030103052-2"
"20988","2030103053-0"
"20989","2030103054-8"
"20990","2030103055-5"
"20991","2030103056-3"
"20992","2030103057-1"
"20993","2030103058-9"
"20994","2030103059-7"
"20995","2030103060-5"
"20996","2030103061-3"
"20997","2030103062-1"
"20998","2030103063-9"
"20999","2030103064-7"
"21000","2030103065-4"
"21001","2030103066-2"
"21002","2030103067-0"
"21003","2030103068-8"
"21004","2030103069-6"
"21005","2030103070-4"
"21006","2030103071-2"
"21007","2030103072-0"
"21008","2030103073-8"
"21009","2030103074-6"
"21010","2030103075-3"
"21011","2030103076-1"
"21012","2030103077-9"
"21013","2030103078-7"
"21014","2030103079-5"
"21015","2030103080-3"
"21016","2030103081-1"
"21017","2030103082-9"
"21018","2030103083-7"
"21019","2030103084-5"
"21020","2030103086-0"
"21021","2030103087-8"
"21022","2030103088-6"
"21023","2030103089-4"
"21024","2030103090-2"
"21025","2030103091-0"
"21026","2030103092-8"
"21027","2030103093-6"
"21028","2030103094-4"
"21029","2030103095-1"
"21030","2030103096-9"
"21031","2030103097-7"
"21032","2030103098-5"
"21033","2030103099-3"
"21034","2030103100-9"
"21035","2030103101-7"
"21036","2030103102-5"
"21037","2030103103-3"
"21038","2030103104-1"
"21039","2030103105-8"
"21040","2030103106-6"
"21041","2030103108-2"
"21042","2030103109-0"
"21043","2030103110-8"
"21044","2030103111-6"
"21045","2030103112-4"
"21046","2030103113-2"
"21047","2030103114-0"
"21048","2030103115-7"
"21049","2030103116-5"
"21050","2030103117-3"
"21051","2030103118-1"
"21052","2030103119-9"
"21053","2030103120-7"
"21054","2030103121-5"
"21055","2030103122-3"
"21056","2030103123-1"
"21057","2030103124-9"
"21058","2030103125-6"
"21059","2030103126-4"
"21060","2030103127-2"
"21061","2030103128-0"
"21062","2030103129-8"
"21063","2030103130-6"
"21064","2030103131-4"
"21065","2030103132-2"
"21066","2030103133-0"
"21067","2030103134-8"
"21068","2030103135-5"
"21069","2030103136-3"
"21070","2030103137-1"
"21071","2030103138-9"
"21072","2030103139-7"
"21073","2030103140-5"
"21074","2030103141-3"
"21075","2030103142-1"
"21076","2030103143-9"
"21077","2030103144-7"
"21078","2030103145-4"
"21079","2030103146-2"
"21080","2030103147-0"
"21081","2030103150-4"
"21082","2030103152-0"
"21083","2030103153-8"
"21084","2030103155-3"
"21085","2030103156-1"
"21086","2030103157-9"
"21087","2030103158-7"
"21088","2030103159-5"
"21089","2030103160-3"
"21090","2030103161-1"
"21091","2030103162-9"
"21092","2030103163-7"
"21093","2030103164-5"
"21094","2030103165-2"
"21095","2030103166-0"
"21096","2030103167-8"
"21097","2030103168-6"
"21098","2030103169-4"
"21099","2030103170-2"
"21100","2030103171-0"
"21101","2030103172-8"
"21102","2030103173-6"
"21103","2030103174-4"
"21104","2030103175-1"
"21105","2030103176-9"
"21106","2030103177-7"
"21107","2030103178-5"
"21108","2030103179-3"
"21109","2030103180-1"
"21110","2030103181-9"
"21111","2030103183-5"
"21112","2030103184-3"
"21113","2030103185-0"
"21114","2030103186-8"
"21115","2030103187-6"
"21116","2030103188-4"
"21117","2030103189-2"
"21118","2030103190-0"
"21119","2030103191-8"
"21120","2030103192-6"
