"Site","DeepLearningSystem","Score","Sensitivity","Specificity","PPV","NPV","nnt","XpertSaved%","Sens","Sens_L","Sens_H","Spec","Spec_L","Spec_H","ppv","PPV_L","PPV_H","npv","NPV_L","NPV_H","X"
"MDF","CAD4TBv6",54,"95.1% (94.366-95.68394%)","50.9% (49.8685-51.9952%)","49.3% (48.220917-50.38299%)","95.4% (94.7036210-95.944586%)","2 (2-2.1)",0.35562452,0.9505571,0.94365532,0.95683943,0.50932184,0.49868526,0.51995208,0.4930171,0.48220917,0.50382992,0.95353403,0.94703621,0.95944586,0.49067816
"MDF","CAD4TBv6",55,"94.5% (93.726-95.11702%)","52.4% (51.3722-53.4968%)","49.9% (48.828857-51.01171%)","95.0% (94.2948870-95.562478%)","2 (2-2)",0.36764934,0.94452182,0.93726305,0.95117016,0.5243533,0.51372233,0.53496772,0.49920255,0.48828857,0.5101171,0.94956742,0.94294887,0.95562478,0.4756467
"MDF","CAD4TBv6",56,"94.1% (93.310-94.74508%)","53.9% (52.8536-54.9741%)","50.6% (49.504329-51.70667%)","94.8% (94.0946610-95.365797%)","2 (1.9-2)",0.37882079,0.94057567,0.93309594,0.94745082,0.53915171,0.52853564,0.54974119,0.5060572,0.49504329,0.5170667,0.94757321,0.94094661,0.95365797,0.46084829
"MDF","CAD4TBv6",57,"93.3% (92.552-94.06463%)","55.2% (54.1607-56.2762%)","51.1% (50.020331-52.24231%)","94.3% (93.6120830-94.915268%)","2 (1.9-2)",0.38991466,0.93337976,0.92551911,0.94064634,0.55220228,0.5416071,0.562762,0.5113174,0.50020331,0.52242309,0.94289694,0.93612083,0.94915268,0.44779772
"MDF","CAD4TBv6",58,"92.8% (91.991-93.55815%)","56.9% (55.8307-57.9376%)","51.9% (50.812416-53.05725%)","94.0% (93.3499990-94.658513%)","1.9 (1.9-2)",0.40279286,0.92804085,0.91991389,0.93558148,0.56886507,0.55830722,0.57937613,0.51935568,0.50812416,0.53057253,0.94029276,0.93349999,0.94658513,0.43113493
"MDF","CAD4TBv6",59,"92.2% (91.335-92.96201%)","58.1% (57.0928-59.1916%)","52.5% (51.372778-53.63653%)","93.7% (92.9863620-94.312771%)","1.9 (1.9-1.9)",0.4132661,0.92177344,0.91334945,0.9296201,0.58144955,0.57092789,0.59191586,0.52505619,0.51372778,0.53636529,0.93673738,0.92986362,0.94312771,0.41855045
"MDF","CAD4TBv6",60,"91.5% (90.583-92.27569%)","59.2% (58.1450-60.2360%)","52.9% (51.801055-54.08215%)","93.2% (92.5461620-93.897523%)","1.9 (1.8-1.9)",0.42265322,0.91457753,0.90583105,0.92275694,0.59193661,0.58145045,0.60236031,0.52942757,0.51801055,0.54082154,0.93245228,0.92546162,0.93897523,0.40806339
"MDF","CAD4TBv6",61,"90.6% (89.736-91.49870%)","60.2% (59.1627-61.2452%)","53.3% (52.196177-54.49514%)","92.8% (92.0528120-93.431607%)","1.9 (1.8-1.9)",0.43211792,0.90645311,0.89736368,0.91498698,0.60207411,0.59162691,0.61245196,0.53346995,0.52196177,0.54495145,0.92764811,0.92052812,0.93431607,0.39792589
"MDF","CAD4TBv6",62,"89.9% (88.940-90.76427%)","61.4% (60.3330-62.4046%)","53.9% (52.714232-55.03273%)","92.4% (91.6346020-93.031500%)","1.9 (1.8-1.9)",0.442436,0.89879294,0.88939845,0.90764266,0.6137264,0.60332972,0.62404582,0.53875052,0.52714232,0.55032727,0.92354901,0.91634602,0.930315,0.3862736
"MDF","CAD4TBv6",63,"89.2% (88.193-90.07289%)","62.8% (61.7850-63.8414%)","54.6% (53.449273-55.79035%)","92.0% (91.3047140-92.709085%)","1.8 (1.8-1.9)",0.45446082,0.89159703,0.88193052,0.90072886,0.62817525,0.61784985,0.63841356,0.54621729,0.53449273,0.55790351,0.92027996,0.91304714,0.92709085,0.37182475
"MDF","CAD4TBv6",64,"88.3% (87.279-89.22364%)","64.1% (63.1208-65.1614%)","55.3% (54.091990-56.45586%)","91.6% (90.8672610-92.286733%)","1.8 (1.8-1.8)",0.46625291,0.88277623,0.8727937,0.89223641,0.64145887,0.63120763,0.65161398,0.55276163,0.5409199,0.56455861,0.91597338,0.90867261,0.92286733,0.35854113
"MDF","CAD4TBv6",65,"87.0% (86.008-88.03628%)","65.4% (64.3870-66.4112%)","55.8% (54.614686-57.00402%)","91.0% (90.2145690-91.661857%)","1.8 (1.8-1.8)",0.47874321,0.87047354,0.860079,0.88036284,0.65404335,0.64387017,0.66411185,0.55811877,0.54614686,0.5700402,0.90957705,0.90214569,0.91661857,0.34595665
"MDF","CAD4TBv6",66,"85.7% (84.620-86.73350%)","66.7% (65.6540-67.6602%)","56.3% (55.129558-57.54601%)","90.3% (89.5234000-90.997914%)","1.8 (1.7-1.8)",0.49162141,0.85701021,0.84619889,0.86733497,0.66662783,0.65654049,0.67660192,0.56340607,0.55129558,0.5754601,0.90279312,0.895234,0.90997914,0.33337217
"MDF","CAD4TBv6",67,"84.4% (83.235-85.42755%)","67.9% (66.9454-68.9315%)","56.9% (55.689252-58.13371%)","89.6% (88.8726040-90.369127%)","1.8 (1.7-1.8)",0.50465477,0.84354689,0.83235032,0.85427548,0.67944535,0.66945366,0.68931508,0.56914644,0.55689252,0.58133714,0.89638739,0.88872604,0.90369127,0.32055465
"MDF","CAD4TBv6",68,"82.6% (81.472-83.75727%)","69.3% (68.3433-70.3059%)","57.5% (56.250858-58.72916%)","88.8% (88.0537630-89.577220%)","1.7 (1.7-1.8)",0.51962762,0.82636955,0.81472207,0.8375727,0.69331158,0.683433,0.70305877,0.5749354,0.56250858,0.58729158,0.88832487,0.88053763,0.8957722,0.30668842
"MDF","CAD4TBv6",69,"80.9% (79.690-82.06028%)","70.6% (69.6717-71.6100%)","58.0% (56.784397-59.29705%)","88.0% (87.2586040-88.805446%)","1.7 (1.7-1.8)",0.53421257,0.80896007,0.79689695,0.82060277,0.70647868,0.6967171,0.7160999,0.58044637,0.56784397,0.59297054,0.88048214,0.87258604,0.88805446,0.29352132
"MDF","CAD4TBv6",70,"79.4% (78.148-80.58652%)","72.2% (71.2483-73.1552%)","58.9% (57.636279-60.18421%)","87.5% (86.6730120-88.228971%)","1.7 (1.7-1.7)",0.54965089,0.79387187,0.7814788,0.80586519,0.72209275,0.71248253,0.73155198,0.58914729,0.57636279,0.60184211,0.87466478,0.86673012,0.88228971,0.27790725
"MDF","CAD4TBv6",71,"77.3% (76.041-78.56447%)","73.7% (72.7555-74.6299%)","59.6% (58.309666-60.90005%)","86.6% (85.8177870-87.393061%)","1.7 (1.6-1.7)",0.56648565,0.77321263,0.76040903,0.78564474,0.73700769,0.72755544,0.74629878,0.59609878,0.58309666,0.60900047,0.86620104,0.85817787,0.87393061,0.26299231
"MDF","CAD4TBv6",72,"75.6% (74.269-76.85711%)","75.1% (74.2170-76.0572%)","60.4% (59.099099-61.72835%)","86.0% (85.1687390-86.753599%)","1.7 (1.6-1.7)",0.58192397,0.75580316,0.74268748,0.76857113,0.75145654,0.74217046,0.7605716,0.60419373,0.59099099,0.61728353,0.85975203,0.85168739,0.86753599,0.24854346
"MDF","CAD4TBv6",73,"73.2% (71.863-74.53055%)","76.5% (75.5619-77.3681%)","61.0% (59.625539-62.30292%)","85.0% (84.2306390-85.834799%)","1.6 (1.6-1.7)",0.59868115,0.73212628,0.71863159,0.74530555,0.76474015,0.75561891,0.77368133,0.60970423,0.59625539,0.62302917,0.85046002,0.84230639,0.85834799,0.23525985
"MDF","CAD4TBv6",74,"70.7% (69.345-72.08477%)","77.8% (76.9434-78.7123%)","61.6% (60.196157-62.92617%)","84.1% (83.2977350-84.917915%)","1.6 (1.6-1.7)",0.61605896,0.70728877,0.69344823,0.72084772,0.77837334,0.76943398,0.78712332,0.61567994,0.60196157,0.62926171,0.84120388,0.83297735,0.84917915,0.22162666
"MDF","CAD4TBv6",75,"68.4% (66.949-69.74871%)","79.4% (78.5155-80.2387%)","62.5% (61.073293-63.85821%)","83.3% (82.5034040-84.131280%)","1.6 (1.6-1.6)",0.63429015,0.68361188,0.66948726,0.69748715,0.79387089,0.78515502,0.8023868,0.62473483,0.61073293,0.63858206,0.83329256,0.82503404,0.8413128,0.20612911
"MDF","CAD4TBv6",76,"65.5% (64.018-66.88025%)","80.7% (79.8409-81.5225%)","63.0% (61.554995-64.40526%)","82.3% (81.4806670-83.123063%)","1.6 (1.6-1.6)",0.65267649,0.6545961,0.64017983,0.66880246,0.80692146,0.79840861,0.81522542,0.62988608,0.61554995,0.64405258,0.82313087,0.81480667,0.83123063,0.19307854
"MDF","CAD4TBv6",77,"62.7% (61.187-64.09799%)","81.9% (81.0847-82.7248%)","63.5% (62.023003-64.94032%)","81.4% (80.5379060-82.191197%)","1.6 (1.5-1.6)",0.67020946,0.62650882,0.61186599,0.64097991,0.81915637,0.81084714,0.82724834,0.63490943,0.62023003,0.64940322,0.81375159,0.80537906,0.82191197,0.18084363
"MDF","CAD4TBv6",78,"60.1% (58.570-61.51804%)","83.1% (82.2588-83.8572%)","64.0% (62.532733-65.51625%)","80.6% (79.7134300-81.373752%)","1.6 (1.5-1.6)",0.68657874,0.60051068,0.58570458,0.61518035,0.83069215,0.8225876,0.83857151,0.64034653,0.62532733,0.6551625,0.80553672,0.7971343,0.81373752,0.16930785
"MDF","CAD4TBv6",79,"57.2% (55.679-58.65665%)","84.5% (83.7074-85.2507%)","64.9% (63.375546-66.43802%)","79.7% (78.8750440-80.538599%)","1.5 (1.5-1.6)",0.7056633,0.57172702,0.55679019,0.5865665,0.84490795,0.83707412,0.85250683,0.64918292,0.63375546,0.66438025,0.79716359,0.78875044,0.80538599,0.15509205
"MDF","CAD4TBv6",80,"53.9% (52.351-55.35049%)","85.5% (84.7537-86.2545%)","65.1% (63.522769-66.67973%)","78.7% (77.8401650-79.512956%)","1.5 (1.5-1.6)",0.72358417,0.53853296,0.5235087,0.55350493,0.85516197,0.84753727,0.86254467,0.65113668,0.63522769,0.66679732,0.78685537,0.77840165,0.79512956,0.14483803
"MDF","CAD4TBv6",81,"50.4% (48.890-51.89855%)","86.6% (85.8847-87.3367%)","65.4% (63.764953-67.03039%)","77.7% (76.8242500-78.503147%)","1.5 (1.5-1.6)",0.74251358,0.50394615,0.48890144,0.5189855,0.86623165,0.85884707,0.8733666,0.65411268,0.63764953,0.67030387,0.77672135,0.7682425,0.78503147,0.13376835
"MDF","CAD4TBv6",82,"48.0% (46.525-49.53135%)","87.7% (86.9696-88.3717%)","66.2% (64.497897-67.84540%)","77.1% (76.2218500-77.899623%)","1.5 (1.5-1.6)",0.75748642,0.48026927,0.46525178,0.49531353,0.87683524,0.86969607,0.88371746,0.6618682,0.64497897,0.67845401,0.77068824,0.7622185,0.77899623,0.12316476
"MDF","CAD4TBv6",83,"44.6% (43.146-46.13716%)","88.7% (88.0442-89.3938%)","66.5% (64.786106-68.25993%)","76.1% (75.3021840-76.982561%)","1.5 (1.5-1.5)",0.77579519,0.44637883,0.43145878,0.46137165,0.8873223,0.88044233,0.89393806,0.66539792,0.64786106,0.68259927,0.7615,0.75302184,0.76982561,0.1126777
"MDF","CAD4TBv6",84,"41.3% (39.843-42.80595%)","89.9% (89.2165-90.5046%)","67.2% (65.370125-68.98213%)","75.3% (74.4678090-76.147595%)","1.5 (1.4-1.5)",0.79449185,0.41318477,0.39842785,0.42805953,0.89874155,0.89216485,0.9050461,0.67195168,0.65370125,0.68982133,0.75314911,0.74467809,0.76147595,0.10125845
"MDF","CAD4TBv6",85,"38.0% (36.524-39.44448%)","90.7% (90.0913-91.3304%)","67.3% (65.364343-69.13345%)","74.5% (73.6027730-75.283957%)","1.5 (1.4-1.5)",0.81132661,0.37975859,0.36523561,0.39444479,0.90724773,0.90091307,0.9133043,0.67269737,0.65364343,0.69133452,0.74450182,0.73602773,0.75283957,0.09275227
"MDF","CAD4TBv6",86,"35.0% (33.602-36.47380%)","91.5% (90.9196-92.1096%)","67.5% (65.500693-69.42655%)","73.7% (72.8813660-74.562002%)","1.5 (1.4-1.5)",0.8265322,0.35027855,0.3360224,0.36473798,0.91528781,0.90919632,0.92109558,0.67486583,0.65500693,0.69426546,0.73728177,0.72881366,0.74562002,0.08471219
"MDF","CAD4TBv6",87,"32.0% (30.595-33.40328%)","92.4% (91.8097-92.9434%)","67.8% (65.767805-69.87725%)","73.0% (72.1722250-73.850964%)","1.5 (1.4-1.5)",0.842436,0.31987001,0.3059518,0.33403284,0.92391051,0.91809749,0.92943374,0.67848351,0.65767805,0.6987725,0.73017773,0.72172225,0.73850964,0.07608949
"MDF","CAD4TBv6",88,"28.8% (27.435-30.16132%)","93.1% (92.5451-93.6291%)","67.7% (65.489692-69.82471%)","72.3% (71.4105580-73.088471%)","1.5 (1.4-1.5)",0.85787432,0.28783658,0.27434817,0.30161321,0.93101841,0.92545067,0.93629131,0.6768559,0.65489692,0.69824712,0.72255381,0.71410558,0.73088471,0.06898159
"MDF","CAD4TBv6",89,"25.7% (24.420-27.05259%)","94.0% (93.4635-94.4812%)","68.2% (65.899925-70.48720%)","71.6% (70.7532900-72.427442%)","1.5 (1.4-1.5)",0.87401086,0.25719591,0.24419591,0.2705259,0.93987416,0.9346353,0.94481184,0.68226601,0.65899925,0.70487205,0.71595952,0.7075329,0.72427442,0.06012584
"MDF","CAD4TBv6",90,"22.7% (21.504-24.03004%)","94.6% (94.1422-95.1071%)","68.1% (65.577601-70.45963%)","70.9% (70.0931890-71.765151%)","1.5 (1.4-1.5)",0.88828549,0.22748375,0.21503763,0.24030041,0.94639944,0.94142237,0.95107062,0.68055556,0.65577601,0.70459626,0.70934498,0.70093189,0.71765151,0.05360056
"MDF","CAD4TBv6",91,"20.5% (19.300-21.73361%)","95.2% (94.6769-95.5975%)","68.0% (65.361091-70.50803%)","70.5% (69.6112170-71.280925%)","1.5 (1.4-1.5)",0.8992242,0.2049675,0.19300021,0.21733613,0.95152645,0.94676873,0.95597452,0.67975366,0.65361091,0.7050803,0.70451212,0.69611217,0.71280925,0.04847355
"MDF","CAD4TBv6",92,"17.7% (16.604-18.90840%)","95.8% (95.3105-96.1752%)","67.7% (64.914342-70.45384%)","69.9% (69.0307810-70.697515%)","1.5 (1.4-1.5)",0.9124903,0.17734448,0.16604422,0.18908396,0.95758564,0.95310545,0.9617517,0.67730496,0.64914342,0.70453837,0.6986907,0.69030781,0.70697515,0.04241436
"MDF","CAD4TBv6",93,"15.5% (14.415-16.59799%)","96.3% (95.8363-96.6511%)","67.5% (64.490278-70.42519%)","69.4% (68.5717910-70.235713%)","1.5 (1.4-1.6)",0.92335144,0.15482823,0.14414681,0.16597986,0.96259613,0.95836316,0.96651117,0.67510121,0.64490278,0.70425191,0.69408503,0.68571791,0.70235713,0.03740387
"MDF","CAD4TBv6",94,"12.5% (11.493-13.48869%)","96.9% (96.4748-97.2240%)","66.6% (63.251539-69.87691%)","68.8% (67.9587420-69.619089%)","1.5 (1.4-1.6)",0.93747091,0.12465181,0.11492875,0.13488687,0.96865533,0.96474772,0.9722403,0.6662531,0.63251539,0.69876912,0.68793446,0.67958742,0.69619089,0.03134467
"MDF","CAD4TBv6",95,"10.9% (9.994-11.87915%)","97.3% (96.8942-97.5967%)","66.7% (63.051751-70.14136%)","68.5% (67.6690460-69.326621%)","1.5 (1.4-1.6)",0.94530644,0.10909935,0.09994092,0.11879148,0.97261711,0.96894152,0.97596689,0.66666667,0.63051751,0.70141365,0.68502257,0.67669046,0.69326621,0.02738289
"MDF","CAD4TBv6",96,"8.8% (7.968-9.68324%)","97.6% (97.2534-97.9130%)","64.8% (60.763274-68.65920%)","68.1% (67.2378950-68.893331%)","1.5 (1.5-1.6)",0.95461598,0.08797586,0.07968274,0.09683242,0.97599627,0.97253352,0.97913043,0.64786325,0.60763274,0.68659203,0.6806989,0.67237895,0.68893331,0.02400373
"MDF","CAD4TBv6",97,"8.8% (7.946-9.65904%)","97.6% (97.2782-97.9348%)","64.9% (60.917925-68.82637%)","68.1% (67.2376530-68.892891%)","1.5 (1.5-1.6)",0.95484872,0.08774373,0.07946086,0.09659038,0.97622932,0.97278183,0.97934802,0.64948454,0.60917925,0.68826367,0.68069548,0.67237653,0.68892891,0.02377068
"MDF","CAD4TBv6",98,"6.2% (5.452-6.91066%)","98.3% (98.0401-98.5939%)","65.0% (60.103290-69.57999%)","67.6% (66.7803620-68.430134%)","1.5 (1.4-1.7)",0.96834756,0.06151346,0.05452186,0.06910658,0.98333722,0.98040068,0.98593861,0.6495098,0.6010329,0.69579992,0.67609357,0.66780362,0.68430134,0.01666278
"MDF","CAD4TBv6",99,"6.1% (5.408-6.86173%)","98.3% (98.0401-98.5939%)","64.8% (59.914278-69.42515%)","67.6% (66.7695290-68.419311%)","1.5 (1.4-1.7)",0.96850272,0.06104921,0.05408328,0.06861734,0.98333722,0.98040068,0.98593861,0.64778325,0.59914278,0.69425148,0.67598526,0.66769529,0.68419311,0.01666278
"MDF","CAD4TBv6",100,"0.0% (0.000-0.08559%)","100.0% (99.9570-100.0000%)","NA (0.000000-100.00000%)","66.6% (65.7568600-67.393135%)","NaN (1-Inf)",1,0,0,0.00085592,1,0.99957025,1,NA,0,1,0.66578743,0.6575686,0.67393135,0
"MDF","CAD4TBv7",0,"100.0% (99.914-100.00000%)","0.0% (0.0000-0.0430%)","33.4% (32.606865-34.24314%)","NA (0.0000000-100.000000%)","3 (2.9-3.1)",0,1,0.99914408,1,0,0,0.00042975,0.33421257,0.32606865,0.3424314,NA,0,1,1
"MDF","CAD4TBv7",1,"99.4% (99.089-99.58658%)","14.8% (14.0648-15.5793%)","36.9% (36.051141-37.81671%)","97.9% (96.9878760-98.624819%)","2.7 (2.6-2.8)",0.10069822,0.99373259,0.99089426,0.99586579,0.14810068,0.14064785,0.15579325,0.36930642,0.36051141,0.3781671,0.97919877,0.96987876,0.98624819,0.85189932
"MDF","CAD4TBv7",2,"98.7% (98.368-99.05698%)","24.9% (24.0234-25.8655%)","39.8% (38.842568-40.70676%)","97.5% (96.8006790-98.145744%)","2.5 (2.5-2.6)",0.17020946,0.98746518,0.98367608,0.99056981,0.24935912,0.24023376,0.25865494,0.39771877,0.38842568,0.40706758,0.97538742,0.96800679,0.98145744,0.75064088
"MDF","CAD4TBv7",3,"98.4% (98.003-98.77223%)","31.5% (30.5256-32.5026%)","41.9% (40.941620-42.87407%)","97.5% (96.9003590-98.090153%)","2.4 (2.3-2.4)",0.21505043,0.98421541,0.98003166,0.98772235,0.31507807,0.30525553,0.3250263,0.41905515,0.4094162,0.42874072,0.97546898,0.96900359,0.98090153,0.68492193
"MDF","CAD4TBv7",4,"98.1% (97.592-98.44181%)","36.4% (35.3712-37.4183%)","43.6% (42.631963-44.61756%)","97.4% (96.7673190-97.905512%)","2.3 (2.2-2.3)",0.24879752,0.98050139,0.97591561,0.98441809,0.36390119,0.3537115,0.37418336,0.43622844,0.42631963,0.44617564,0.9738073,0.96767319,0.97905512,0.63609881
"MDF","CAD4TBv7",5,"97.7% (97.158-98.08643%)","40.5% (39.4391-41.5275%)","45.2% (44.149378-46.18108%)","97.2% (96.5776380-97.693090%)","2.2 (2.2-2.3)",0.27734678,0.97655525,0.97158462,0.98086426,0.40480075,0.3943913,0.41527487,0.45163714,0.44149378,0.46181077,0.97174825,0.96577638,0.9769309,0.59519925
"MDF","CAD4TBv7",6,"97.3% (96.729-97.72765%)","43.2% (42.1088-44.2160%)","46.2% (45.176139-47.23918%)","96.9% (96.3140190-97.437962%)","2.2 (2.1-2.2)",0.29650892,0.9726091,0.96728707,0.97727653,0.43160103,0.42108843,0.44216008,0.4620644,0.45176139,0.4723918,0.96912611,0.96314019,0.97437962,0.56839897
"MDF","CAD4TBv7",7,"97.0% (96.452-97.49404%)","45.5% (44.4213-46.5396%)","47.2% (46.133542-48.22370%)","96.8% (96.2099600-97.322057%)","2.1 (2.1-2.2)",0.31280062,0.97005571,0.96452082,0.97494035,0.45478909,0.44421253,0.46539637,0.47177692,0.46133542,0.48223701,0.96800595,0.9620996,0.97322057,0.54521091
"MDF","CAD4TBv7",8,"96.8% (96.201-97.28080%)","47.5% (46.4450-48.5695%)","48.1% (47.006778-49.12088%)","96.7% (96.1188150-97.221308%)","2.1 (2-2.1)",0.32707525,0.96773445,0.96201455,0.97280797,0.47506409,0.46445047,0.48569464,0.48063177,0.47006778,0.49120879,0.96703036,0.96118815,0.97221308,0.52493591
"MDF","CAD4TBv7",9,"96.6% (95.977-97.08826%)","49.3% (48.2726-50.3995%)","48.9% (47.827632-49.96344%)","96.6% (96.0442530-97.137551%)","2 (2-2.1)",0.33995345,0.96564531,0.95976511,0.97088255,0.49335819,0.48272614,0.50399476,0.48895157,0.47827632,0.4996344,0.96622547,0.96044253,0.97137551,0.50664181
"MDF","CAD4TBv7",10,"96.2% (95.553-96.72313%)","50.5% (49.4025-51.5294%)","49.4% (48.281565-50.43225%)","96.3% (95.7384200-96.860509%)","2 (2-2.1)",0.34879752,0.96169916,0.95553043,0.96723126,0.50466092,0.49402455,0.51529412,0.49356683,0.48281565,0.50432249,0.96330071,0.9573842,0.96860509,0.49533908
"MDF","CAD4TBv7",11,"96.1% (95.429-96.61541%)","51.8% (50.7310-52.8567%)","50.0% (48.922864-51.08922%)","96.3% (95.7319770-96.841148%)","2 (2-2)",0.35802948,0.96053853,0.95428816,0.9661541,0.51794454,0.50731001,0.52856687,0.50006042,0.48922864,0.51089216,0.9631636,0.95731977,0.96841148,0.48205546
"MDF","CAD4TBv7",12,"95.9% (95.305-96.50756%)","52.9% (51.8154-53.9389%)","50.5% (49.454397-51.63363%)","96.3% (95.7069830-96.808451%)","2 (1.9-2)",0.36563227,0.9593779,0.95304724,0.96507557,0.52878117,0.51815369,0.5393891,0.50544209,0.49454397,0.51633633,0.96286866,0.95706983,0.96808451,0.47121883
"MDF","CAD4TBv7",13,"95.8% (95.106-96.33472%)","53.9% (52.8186-54.9392%)","51.0% (49.936859-52.12846%)","96.2% (95.6128940-96.716198%)","2 (1.9-2)",0.37292475,0.95752089,0.95106445,0.96334723,0.53880214,0.52818561,0.54939232,0.51033032,0.49936859,0.52128461,0.96193052,0.95612894,0.96716198,0.46119786
"MDF","CAD4TBv7",14,"95.6% (94.933-96.18324%)","54.7% (53.6004-55.7183%)","51.4% (50.315967-52.51731%)","96.1% (95.5262140-96.632476%)","1.9 (1.9-2)",0.37866563,0.95589601,0.94933207,0.96183235,0.54660918,0.53600416,0.55718255,0.51417156,0.50315967,0.52517313,0.96107355,0.95526214,0.96632476,0.45339082
"MDF","CAD4TBv7",15,"95.5% (94.810-96.07489%)","55.6% (54.5577-56.6713%)","51.9% (50.811637-53.02436%)","96.1% (95.4970700-96.597705%)","1.9 (1.9-2)",0.38541505,0.95473538,0.94809605,0.96074889,0.55616406,0.54557667,0.5667133,0.51918707,0.50811637,0.53024365,0.96074879,0.9549707,0.96597705,0.44383594
"MDF","CAD4TBv7",16,"95.3% (94.637-95.92302%)","56.4% (55.3401-57.4498%)","52.3% (51.206980-53.42942%)","96.0% (95.4151550-96.518093%)","1.9 (1.9-2)",0.39115593,0.95311049,0.94636749,0.95923017,0.5639711,0.55340104,0.5744977,0.52319062,0.5120698,0.53429421,0.95993653,0.95415155,0.96518093,0.4360289
"MDF","CAD4TBv7",17,"95.2% (94.489-95.79268%)","57.0% (55.9592-58.0654%)","52.6% (51.522256-53.75244%)","95.9% (95.3429310-96.448472%)","1.9 (1.9-1.9)",0.39573313,0.95171773,0.94488751,0.95792675,0.57014682,0.55959234,0.58065364,0.52638336,0.51522256,0.53752441,0.95922368,0.95342931,0.96448472,0.42985318
"MDF","CAD4TBv7",18,"95.1% (94.366-95.68394%)","57.7% (56.6720-58.7737%)","53.0% (51.902909-54.14168%)","95.9% (95.2994110-96.403372%)","1.9 (1.8-1.9)",0.40085337,0.9505571,0.94365532,0.95683943,0.57725472,0.56672023,0.58773672,0.53023436,0.51902909,0.54141681,0.95877685,0.95299411,0.96403372,0.42274528
"MDF","CAD4TBv7",19,"95.0% (94.292-95.61866%)","58.4% (57.3032-59.4005%)","53.4% (52.254217-54.50032%)","95.9% (95.2895590-96.388925%)","1.9 (1.8-1.9)",0.40527541,0.94986072,0.94291648,0.95618657,0.58354696,0.57303201,0.59400514,0.53378555,0.52254217,0.54500322,0.95865237,0.95289559,0.96388925,0.41645304
"MDF","CAD4TBv7",20,"94.9% (94.218-95.55333%)","58.8% (57.7942-59.8879%)","53.7% (52.527032-54.77892%)","95.8% (95.2692260-96.366485%)","1.9 (1.8-1.9)",0.40876649,0.94916435,0.94217798,0.95553335,0.58844092,0.57794239,0.59887937,0.53654376,0.52527032,0.54778923,0.95843614,0.95269226,0.96366485,0.41155908
"MDF","CAD4TBv7",21,"94.7% (93.996-95.35717%)","59.5% (58.4374-60.5261%)","54.0% (52.857989-55.11829%)","95.7% (95.1468310-96.251891%)","1.9 (1.8-1.9)",0.41373157,0.94707521,0.9399645,0.95357169,0.59484969,0.58437425,0.60526068,0.53989678,0.52857989,0.55118289,0.95724733,0.95146831,0.96251891,0.40515031
"MDF","CAD4TBv7",22,"94.6% (93.923-95.29171%)","60.1% (59.0223-61.1060%)","54.3% (53.195829-55.46285%)","95.7% (95.1354140-96.236569%)","1.8 (1.8-1.9)",0.41784329,0.94637883,0.93922733,0.95291714,0.60067583,0.59022298,0.61106028,0.54331023,0.53195829,0.55462852,0.95711103,0.95135414,0.96236569,0.39932417
"MDF","CAD4TBv7",23,"94.5% (93.775-95.16071%)","60.7% (59.6424-61.7206%)","54.7% (53.541860-55.81646%)","95.6% (95.0712530-96.173918%)","1.8 (1.8-1.9)",0.42242048,0.94498607,0.93775392,0.95160712,0.60685155,0.59642431,0.61720619,0.54680994,0.5354186,0.5581646,0.95647383,0.95071253,0.96173918,0.39314845
"MDF","CAD4TBv7",24,"94.5% (93.726-95.11702%)","61.1% (60.0755-62.1496%)","54.9% (53.800260-56.07973%)","95.6% (95.0675900-96.166912%)","1.8 (1.8-1.9)",0.42544608,0.94452182,0.93726305,0.95117016,0.6111629,0.60075457,0.6214957,0.54941939,0.5380026,0.56079726,0.95641867,0.9506759,0.96166912,0.3888371
"MDF","CAD4TBv7",25,"94.3% (93.604-95.00772%)","61.6% (60.6022-62.6712%)","55.2% (54.102430-56.38824%)","95.6% (95.0164130-96.116650%)","1.8 (1.8-1.8)",0.42932506,0.94336119,0.93603647,0.9500772,0.61640643,0.60602224,0.62671154,0.55247417,0.5410243,0.56388243,0.95590893,0.95016413,0.9611665,0.38359357
"MDF","CAD4TBv7",26,"94.2% (93.432-94.85457%)","62.0% (61.0120-63.0767%)","55.5% (54.321128-56.61244%)","95.5% (94.9210920-96.027795%)","1.8 (1.8-1.8)",0.4325834,0.9417363,0.93432061,0.9485457,0.62048474,0.61012019,0.63076742,0.55468964,0.54321128,0.56612438,0.95498565,0.94921092,0.96027795,0.37951526
"MDF","CAD4TBv7",27,"94.1% (93.383-94.81078%)","62.6% (61.5390-63.5981%)","55.8% (54.649353-56.94638%)","95.5% (94.9258260-96.027580%)","1.8 (1.8-1.8)",0.43622964,0.94127205,0.93383065,0.94810784,0.62572827,0.61539011,0.635981,0.55800193,0.54649353,0.56946376,0.95500622,0.94925826,0.9602758,0.37427173
"MDF","CAD4TBv7",28,"94.0% (93.285-94.72318%)","63.0% (61.9490-64.0035%)","56.0% (54.892545-57.19444%)","95.5% (94.8860330-95.988442%)","1.8 (1.7-1.8)",0.43925524,0.94034355,0.93285109,0.94723175,0.62980657,0.61948983,0.64003511,0.56045932,0.54892545,0.5719444,0.95460968,0.94886033,0.95988442,0.37019343
